transaction_id,transaction_date,voucher_no,account_head,account_type,category,sub_category,party_name,payment_method,bank_name,reference,debit,credit,amount,remarks,created_by
239,2025-03-17,VCH-000239,Managing Director Personal Expense,Equity,Drawings,Expense,ABC Corporation,Cash,BRAC Bank,REF-4653-KjRZ,60093.06,0.0,60093.06,Discover here sometimes without any for.,Finance Manager
240,2024-12-08,VCH-000240,Financial Expenses,Expense,Finance,Sales,Innovate Ltd.,Nagad,City Bank,REF-2779-buWk,40122.29,0.0,40122.29,Available material answer in short threat.,Admin
241,2025-01-19,VCH-000241,Investment Payment,Equity,Capital,Expense,Global Enterprises,Bank Transfer,Janata Bank,REF-0845-zFji,65094.62,0.0,65094.62,Protect blue vote result much option.,Accounts Officer
242,2025-06-23,VCH-000242,Financial Expenses,Expense,Finance,Expense,Prime Services,Cheque,Janata Bank,REF-4923-fUHs,88093.92,0.0,88093.92,Recently source one similar government event.,Finance Manager
243,2026-05-06,VCH-000243,Depreciation & Amortization,Expense,Non-Cash,Capital,ABC Corporation,Bank Transfer,City Bank,REF-1804-VazA,47639.41,0.0,47639.41,Approach forget professional professional four anyone page.,Admin
244,2026-06-06,VCH-000244,Financial Expenses,Expense,Finance,Capital,ABC Corporation,Nagad,Bkash,REF-2550-sFeL,55011.59,0.0,55011.59,Character idea result black.,Admin
245,2024-09-19,VCH-000245,Salaries & Employee Benefits,Expense,OPEX,COGS,Green Energy Co.,Bank Transfer,Rupali Bank,REF-3786-xwge,23140.96,0.0,23140.96,Ground condition daughter much.,Managing Director
246,2025-01-22,VCH-000246,Depreciation & Amortization,Expense,Non-Cash,Sales,Green Energy Co.,Bkash,City Bank,REF-5704-DsyD,99883.71,0.0,99883.71,Lose adult win seek agree what.,Finance Manager
247,2025-01-04,VCH-000247,Managing Director Personal Expense,Equity,Drawings,Operations,Green Energy Co.,Nagad,Sonali Bank,REF-5519-WiWY,69906.44,0.0,69906.44,Police forward daughter.,Accounts Officer
248,2026-01-14,VCH-000248,Product Sales,Revenue,Sales,Expense,Innovate Ltd.,Cheque,City Bank,REF-3317-HzyN,0.0,64078.83,64078.83,Look leave yard born suffer teacher term.,Finance Manager
249,2025-12-14,VCH-000249,Loan From Managing Director,Liability,Loan,Sales,Global Enterprises,Cash,Bkash,REF-6894-arYp,65286.48,0.0,65286.48,Discuss seem beyond cell exist black step.,Accounts Officer
250,2025-03-05,VCH-000250,Depreciation & Amortization,Expense,Non-Cash,Operations,Tech Solutions,Cash,City Bank,REF-0005-YXWb,29693.81,0.0,29693.81,Hour choice write.,Accounts Officer
251,2024-07-31,VCH-000251,Marketing & Sales Expenses,Expense,OPEX,Operations,ABC Corporation,Bank Transfer,City Bank,REF-3599-ZOgH,79795.88,0.0,79795.88,Option mean cost enjoy.,Managing Director
252,2025-12-04,VCH-000252,Financial Expenses,Expense,Finance,Expense,Tech Solutions,Bank Transfer,Janata Bank,REF-4867-vJfy,2662.31,0.0,2662.31,Ahead little bit real guy suffer.,Finance Manager
253,2024-06-26,VCH-000253,Selling & Distribution Expenses,Expense,OPEX,Capital,Tech Solutions,Nagad,Nagad,REF-6996-kgRc,69077.81,0.0,69077.81,Person next audience court especially land.,Accounts Officer
254,2025-08-20,VCH-000254,Administrative Expenses,Expense,OPEX,Expense,Prime Services,Cheque,Dutch Bangla Bank,REF-9542-MQRo,19917.07,0.0,19917.07,Nation new son white family strong.,Accounts Officer
255,2024-09-21,VCH-000255,Product Sales,Revenue,Sales,Expense,XYZ Ltd.,Bank Transfer,City Bank,REF-2983-fWyD,0.0,98230.82,98230.82,Many clear economy simply.,Accounts Officer
256,2025-10-29,VCH-000256,Managing Director Personal Expense,Equity,Drawings,COGS,Global Enterprises,Bank Transfer,Sonali Bank,REF-0857-FimF,31195.88,0.0,31195.88,Reflect tax effect charge conference.,Accounts Officer
257,2024-10-29,VCH-000257,Selling & Distribution Expenses,Expense,OPEX,Capital,XYZ Ltd.,Bkash,Rupali Bank,REF-4768-kXEs,57684.26,0.0,57684.26,North building young him goal often under choice.,Accounts Officer
258,2025-07-18,VCH-000258,Loan From Managing Director,Liability,Loan,COGS,Innovate Ltd.,Cash,Dutch Bangla Bank,REF-5753-fYEo,34400.81,0.0,34400.81,Large seven view middle weight.,Admin
259,2025-10-18,VCH-000259,Administrative Expenses,Expense,OPEX,Capital,Tech Solutions,Cash,Dutch Bangla Bank,REF-2663-mtXa,16742.73,0.0,16742.73,Us product growth reduce memory.,Managing Director
260,2025-04-17,VCH-000260,Managing Director Personal Expense,Equity,Drawings,Operations,Innovate Ltd.,Nagad,Dutch Bangla Bank,REF-7744-IQmY,45866.47,0.0,45866.47,Out necessary meet eye before system course.,Admin
261,2025-10-11,VCH-000261,Salaries & Employee Benefits,Expense,OPEX,Sales,Green Energy Co.,Cash,Nagad,REF-2899-ILMp,21086.09,0.0,21086.09,Day sing with him.,Admin
262,2026-02-12,VCH-000262,Packing Materials,Expense,COGS,Operations,XYZ Ltd.,Bank Transfer,Rupali Bank,REF-4184-eQwD,91629.68,0.0,91629.68,Star reach behind international pay.,Accounts Officer
263,2025-08-14,VCH-000263,Product Sales,Revenue,Sales,Expense,Green Energy Co.,Bkash,Janata Bank,REF-7987-kXgS,0.0,26226.42,26226.42,Occur media necessary citizen cut you.,Managing Director
264,2026-03-17,VCH-000264,Loan From Managing Director,Liability,Loan,COGS,ABC Corporation,Nagad,City Bank,REF-9980-wCvB,20627.84,0.0,20627.84,Recently model glass hotel.,Admin
265,2025-11-26,VCH-000265,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Prime Services,Cash,Nagad,REF-5544-KyJN,93650.86,0.0,93650.86,Expert you carry day he price.,Finance Manager
266,2026-04-09,VCH-000266,Selling & Distribution Expenses,Expense,OPEX,Capital,Global Enterprises,Bank Transfer,Nagad,REF-0483-fRAh,65901.37,0.0,65901.37,Sort really religious way compare arm product.,Admin
267,2025-06-07,VCH-000267,Packing Materials,Expense,COGS,Expense,ABC Corporation,Cash,Nagad,REF-5032-fXIf,27518.09,0.0,27518.09,Your daughter which theory girl.,Accounts Officer
268,2025-08-30,VCH-000268,Marketing & Sales Expenses,Expense,OPEX,Banking,Prime Services,Nagad,Sonali Bank,REF-9501-hwNf,9505.56,0.0,9505.56,Camera sit occur wide up.,Finance Manager
269,2025-11-08,VCH-000269,Loan From Managing Director,Liability,Loan,Sales,XYZ Ltd.,Bank Transfer,Dutch Bangla Bank,REF-0348-jpcz,79566.69,0.0,79566.69,Ask hair stock.,Admin
270,2025-05-31,VCH-000270,Financial Expenses,Expense,Finance,Banking,Prime Services,Nagad,Janata Bank,REF-0253-JTqz,61178.96,0.0,61178.96,Individual old start discover law shake.,Accounts Officer
271,2025-01-23,VCH-000271,Miscellaneous Expenses,Expense,Other,Sales,Innovate Ltd.,Cash,Bkash,REF-1301-BEvp,35565.42,0.0,35565.42,Receive speak student under.,Accounts Officer
272,2025-08-28,VCH-000272,Packing Materials,Expense,COGS,Expense,ABC Corporation,Bkash,Janata Bank,REF-5616-olOj,65299.71,0.0,65299.71,Be draw room green.,Admin
273,2025-02-10,VCH-000273,Product Sales,Revenue,Sales,Capital,Green Energy Co.,Bank Transfer,Nagad,REF-8873-teoD,0.0,3018.85,3018.85,Early air medical medical alone speech style local.,Admin
274,2024-09-03,VCH-000274,Loan From Managing Director,Liability,Loan,Capital,Tech Solutions,Nagad,Bkash,REF-1120-OATy,34413.46,0.0,34413.46,Somebody contain future think wear value executive.,Accounts Officer
275,2026-03-10,VCH-000275,Miscellaneous Expenses,Expense,Other,Sales,Global Enterprises,Cheque,Sonali Bank,REF-4183-YWfD,99871.07,0.0,99871.07,Attack give too indicate.,Finance Manager
276,2025-10-23,VCH-000276,Financial Expenses,Expense,Finance,Operations,Global Enterprises,Bank Transfer,Dutch Bangla Bank,REF-7331-tLLn,98949.05,0.0,98949.05,Place property front professor spring.,Admin
277,2025-11-12,VCH-000277,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Global Enterprises,Cash,Nagad,REF-9651-OPbz,74823.65,0.0,74823.65,Explain treat positive administration product.,Admin
278,2025-01-03,VCH-000278,Investment Payment,Equity,Capital,Sales,Global Enterprises,Cheque,Nagad,REF-8411-hZob,25753.22,0.0,25753.22,Participant strong reveal account.,Admin
279,2025-07-08,VCH-000279,Salaries & Employee Benefits,Expense,OPEX,Sales,Green Energy Co.,Bank Transfer,Bkash,REF-7090-gFzN,94077.38,0.0,94077.38,Fish white this end draw.,Accounts Officer
280,2025-06-30,VCH-000280,Packing Materials,Expense,COGS,COGS,Prime Services,Nagad,Rupali Bank,REF-7095-QAfr,6988.22,0.0,6988.22,Financial much know.,Admin
281,2025-01-15,VCH-000281,Packing Materials,Expense,COGS,Operations,Innovate Ltd.,Cheque,City Bank,REF-4540-pZWi,93481.05,0.0,93481.05,Away likely Mr.,Admin
282,2026-03-23,VCH-000282,Financial Expenses,Expense,Finance,Sales,Global Enterprises,Nagad,Sonali Bank,REF-7598-SHag,2739.31,0.0,2739.31,Expert recognize compare change media.,Managing Director
283,2025-01-30,VCH-000283,Financial Expenses,Expense,Finance,Sales,Innovate Ltd.,Bkash,Nagad,REF-9645-ffQw,50825.39,0.0,50825.39,Sport south senior pretty water course environmental.,Admin
284,2026-05-24,VCH-000284,Cashout Charge,Expense,Bank Charge,Operations,Prime Services,Cash,Sonali Bank,REF-1806-EPPo,43348.28,0.0,43348.28,Knowledge every area arrive top although.,Managing Director
285,2026-03-30,VCH-000285,Packing Materials,Expense,COGS,COGS,Tech Solutions,Bank Transfer,Sonali Bank,REF-2153-BrMv,16321.57,0.0,16321.57,Later understand everyone Republican development hot financial.,Admin
286,2025-12-08,VCH-000286,Administrative Expenses,Expense,OPEX,Capital,Global Enterprises,Bkash,Nagad,REF-1692-vbiQ,34665.8,0.0,34665.8,Peace keep federal huge.,Finance Manager
287,2024-10-29,VCH-000287,Depreciation & Amortization,Expense,Non-Cash,Sales,Innovate Ltd.,Bkash,Bkash,REF-2688-cxKm,78823.07,0.0,78823.07,General adult knowledge collection once fill there.,Finance Manager
288,2024-11-09,VCH-000288,Miscellaneous Expenses,Expense,Other,COGS,ABC Corporation,Nagad,Bkash,REF-5233-pSzT,9349.84,0.0,9349.84,Everybody place over system stand.,Managing Director
289,2026-01-15,VCH-000289,Salaries & Employee Benefits,Expense,OPEX,Capital,Tech Solutions,Nagad,Sonali Bank,REF-5959-WwoE,90649.48,0.0,90649.48,Data way seven indeed degree.,Accounts Officer
290,2025-05-19,VCH-000290,Packing Materials,Expense,COGS,Sales,Innovate Ltd.,Bank Transfer,Janata Bank,REF-2646-LxDr,62506.34,0.0,62506.34,Air too concern for put every.,Accounts Officer
291,2025-09-12,VCH-000291,Cashout Charge,Expense,Bank Charge,Expense,ABC Corporation,Cash,Dutch Bangla Bank,REF-1106-DkJX,2412.71,0.0,2412.71,Throw ten you get interest.,Accounts Officer
292,2025-11-06,VCH-000292,Administrative Expenses,Expense,OPEX,Banking,XYZ Ltd.,Bkash,Rupali Bank,REF-2138-XThv,11260.2,0.0,11260.2,Without production true wish party say sister responsibility.,Accounts Officer
293,2025-07-03,VCH-000293,Managing Director Personal Expense,Equity,Drawings,Operations,ABC Corporation,Bank Transfer,Janata Bank,REF-3686-qsav,74797.09,0.0,74797.09,Great boy phone detail speech watch.,Managing Director
294,2024-09-08,VCH-000294,Packing Materials,Expense,COGS,Sales,Tech Solutions,Bkash,Sonali Bank,REF-3941-rgRM,23310.97,0.0,23310.97,Test worker stay gas.,Managing Director
295,2025-10-25,VCH-000295,Loan From Managing Director,Liability,Loan,COGS,Innovate Ltd.,Bank Transfer,Sonali Bank,REF-7271-iaQA,65184.2,0.0,65184.2,Top really rich even three ready no reveal.,Managing Director
296,2025-11-19,VCH-000296,Packing Materials,Expense,COGS,Capital,Tech Solutions,Bank Transfer,Rupali Bank,REF-7736-TDHr,26875.94,0.0,26875.94,Smile owner since friend factor eye.,Accounts Officer
297,2025-04-25,VCH-000297,Salaries & Employee Benefits,Expense,OPEX,COGS,XYZ Ltd.,Cheque,City Bank,REF-9154-hVIT,25791.82,0.0,25791.82,Drug state guy glass almost realize which.,Finance Manager
298,2025-01-16,VCH-000298,Depreciation & Amortization,Expense,Non-Cash,Capital,Global Enterprises,Cash,City Bank,REF-2836-bRDl,4316.64,0.0,4316.64,Agent operation effort I example.,Managing Director
299,2025-04-30,VCH-000299,Cashout Charge,Expense,Bank Charge,Operations,Innovate Ltd.,Bkash,Janata Bank,REF-6228-RvXL,22094.62,0.0,22094.62,Hold character point box.,Managing Director
300,2025-11-18,VCH-000300,Administrative Expenses,Expense,OPEX,Operations,Green Energy Co.,Nagad,Sonali Bank,REF-5082-ULdb,86058.97,0.0,86058.97,Ball six task involve.,Accounts Officer
301,2024-06-27,VCH-000301,Production or Cost of Goods Sold (COGS),Expense,COGS,Operations,Tech Solutions,Nagad,Rupali Bank,REF-5224-pFis,93375.54,0.0,93375.54,Sea Mrs force population career bag star majority.,Finance Manager
302,2025-02-07,VCH-000302,Marketing & Sales Expenses,Expense,OPEX,Sales,ABC Corporation,Cash,Dutch Bangla Bank,REF-0175-sqfl,18297.93,0.0,18297.93,Situation at watch I.,Accounts Officer
303,2026-02-25,VCH-000303,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,Green Energy Co.,Cash,Bkash,REF-8509-fRGq,20185.41,0.0,20185.41,On show out citizen floor enjoy TV fill.,Admin
304,2026-04-19,VCH-000304,Packing Materials,Expense,COGS,Sales,Innovate Ltd.,Bank Transfer,BRAC Bank,REF-8626-cSru,67203.55,0.0,67203.55,Commercial whose others nice pass across involve.,Accounts Officer
305,2026-01-02,VCH-000305,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Global Enterprises,Nagad,City Bank,REF-0606-Ttnh,69128.81,0.0,69128.81,Expect source focus.,Managing Director
306,2025-09-14,VCH-000306,Loan From Managing Director,Liability,Loan,Operations,Green Energy Co.,Nagad,Nagad,REF-2090-iVGk,44568.38,0.0,44568.38,Event stock response including put.,Managing Director
307,2025-08-04,VCH-000307,Packing Materials,Expense,COGS,COGS,Prime Services,Nagad,City Bank,REF-4818-qSVO,38768.24,0.0,38768.24,Yard room first kid.,Managing Director
308,2026-03-04,VCH-000308,Loan From Managing Director,Liability,Loan,Banking,Tech Solutions,Bkash,BRAC Bank,REF-7140-AwUk,28182.41,0.0,28182.41,Spend reason stay suggest.,Accounts Officer
309,2024-12-26,VCH-000309,Administrative Expenses,Expense,OPEX,Operations,Prime Services,Cash,BRAC Bank,REF-0915-pByl,78633.64,0.0,78633.64,Per next drug authority image society mission.,Admin
310,2026-05-27,VCH-000310,Production or Cost of Goods Sold (COGS),Expense,COGS,Capital,Tech Solutions,Nagad,BRAC Bank,REF-0698-kzVM,41807.83,0.0,41807.83,Owner mean strategy.,Managing Director
311,2025-06-17,VCH-000311,Managing Director Personal Expense,Equity,Drawings,COGS,Innovate Ltd.,Nagad,Sonali Bank,REF-8552-usmX,77628.19,0.0,77628.19,Center friend pass.,Finance Manager
312,2025-09-28,VCH-000312,Investment Payment,Equity,Capital,Capital,Green Energy Co.,Nagad,Nagad,REF-2776-Xuvw,76895.17,0.0,76895.17,Agree in collection soon admit many Mr how.,Finance Manager
313,2024-07-01,VCH-000313,Selling & Distribution Expenses,Expense,OPEX,Operations,Innovate Ltd.,Cheque,City Bank,REF-0382-PcRr,7674.64,0.0,7674.64,Special community mouth this offer.,Managing Director
314,2024-09-21,VCH-000314,Investment Payment,Equity,Capital,COGS,Prime Services,Bkash,BRAC Bank,REF-2317-mDpB,42358.71,0.0,42358.71,Phone month social.,Accounts Officer
315,2024-08-21,VCH-000315,Financial Expenses,Expense,Finance,COGS,Global Enterprises,Cash,Dutch Bangla Bank,REF-0951-LYIC,86298.28,0.0,86298.28,Mean bed ability thus reach.,Admin
316,2026-01-29,VCH-000316,Product Sales,Revenue,Sales,Banking,Prime Services,Bkash,Janata Bank,REF-2862-sRvl,0.0,21153.94,21153.94,Writer against until ten yet.,Finance Manager
317,2026-06-03,VCH-000317,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,ABC Corporation,Bank Transfer,Nagad,REF-5124-rJST,98245.23,0.0,98245.23,Free full agreement.,Finance Manager
318,2026-05-24,VCH-000318,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,Green Energy Co.,Cash,Janata Bank,REF-2939-plsE,95860.9,0.0,95860.9,Attorney subject among difference.,Finance Manager
319,2026-02-01,VCH-000319,Salaries & Employee Benefits,Expense,OPEX,Sales,Prime Services,Cash,Rupali Bank,REF-8969-lTKc,11209.41,0.0,11209.41,Detail employee bag push local director career.,Admin
320,2025-05-17,VCH-000320,Loan From Managing Director,Liability,Loan,Sales,ABC Corporation,Cheque,Sonali Bank,REF-8627-OGvh,33196.53,0.0,33196.53,Thank article evidence sell score response.,Accounts Officer
321,2025-08-21,VCH-000321,Packing Materials,Expense,COGS,Expense,ABC Corporation,Cash,Rupali Bank,REF-1348-XYDS,57848.92,0.0,57848.92,House only two physical field head religious.,Accounts Officer
322,2026-01-12,VCH-000322,Administrative Expenses,Expense,OPEX,Capital,Prime Services,Nagad,BRAC Bank,REF-2810-NoAG,98091.52,0.0,98091.52,Money source decision I able.,Admin
323,2024-10-04,VCH-000323,Marketing & Sales Expenses,Expense,OPEX,Expense,Global Enterprises,Bank Transfer,City Bank,REF-1649-BICT,31866.91,0.0,31866.91,Science occur record would very how organization.,Managing Director
324,2026-05-20,VCH-000324,Depreciation & Amortization,Expense,Non-Cash,Expense,Global Enterprises,Bank Transfer,Bkash,REF-9992-pVco,19351.11,0.0,19351.11,Throughout no clearly indeed.,Finance Manager
325,2026-04-29,VCH-000325,Selling & Distribution Expenses,Expense,OPEX,Expense,ABC Corporation,Nagad,Dutch Bangla Bank,REF-6058-JHaK,7572.24,0.0,7572.24,Artist according different scientist certainly.,Finance Manager
326,2026-06-08,VCH-000326,Packing Materials,Expense,COGS,Operations,XYZ Ltd.,Nagad,City Bank,REF-7971-ASOU,30357.31,0.0,30357.31,Certain allow compare.,Managing Director
327,2024-08-06,VCH-000327,Depreciation & Amortization,Expense,Non-Cash,Sales,ABC Corporation,Bkash,Dutch Bangla Bank,REF-7323-ycPw,86372.06,0.0,86372.06,Difference responsibility degree half price probably of.,Admin
328,2024-10-26,VCH-000328,Managing Director Personal Expense,Equity,Drawings,Banking,ABC Corporation,Nagad,Dutch Bangla Bank,REF-3840-Zrtk,5632.22,0.0,5632.22,Pick into make policy call rule not professional.,Finance Manager
329,2024-12-05,VCH-000329,Administrative Expenses,Expense,OPEX,Capital,Global Enterprises,Cheque,City Bank,REF-8591-BZjJ,56550.98,0.0,56550.98,Job site happy something television relate.,Accounts Officer
330,2026-05-22,VCH-000330,Miscellaneous Expenses,Expense,Other,Expense,Innovate Ltd.,Cash,City Bank,REF-7666-SiJx,24104.64,0.0,24104.64,Scene sit might expect pay your.,Finance Manager
331,2024-06-14,VCH-000331,Cashout Charge,Expense,Bank Charge,Capital,ABC Corporation,Bank Transfer,Sonali Bank,REF-0506-uuGR,76295.86,0.0,76295.86,Call international officer both.,Managing Director
332,2026-05-03,VCH-000332,Selling & Distribution Expenses,Expense,OPEX,Capital,Global Enterprises,Bkash,City Bank,REF-2825-Wayr,36041.72,0.0,36041.72,Kitchen woman information meet ground cold instead.,Accounts Officer
333,2025-11-14,VCH-000333,Depreciation & Amortization,Expense,Non-Cash,Operations,Tech Solutions,Cash,Sonali Bank,REF-0916-xyPj,93567.83,0.0,93567.83,Minute work middle term its.,Managing Director
334,2024-08-04,VCH-000334,Investment Payment,Equity,Capital,Sales,XYZ Ltd.,Cash,Dutch Bangla Bank,REF-1270-ErVT,42435.85,0.0,42435.85,Tough organization remember them.,Accounts Officer
335,2025-05-24,VCH-000335,Salaries & Employee Benefits,Expense,OPEX,COGS,Global Enterprises,Nagad,Sonali Bank,REF-8702-uPcx,46074.48,0.0,46074.48,Expert firm international must.,Managing Director
336,2026-04-04,VCH-000336,Depreciation & Amortization,Expense,Non-Cash,COGS,Global Enterprises,Bkash,Rupali Bank,REF-4667-RWDn,58296.53,0.0,58296.53,Let everybody company lose save set.,Admin
337,2025-05-23,VCH-000337,Administrative Expenses,Expense,OPEX,Sales,ABC Corporation,Bank Transfer,BRAC Bank,REF-3068-RJix,86553.47,0.0,86553.47,Once police first candidate their recognize.,Managing Director
338,2025-03-28,VCH-000338,Investment Payment,Equity,Capital,Capital,Prime Services,Bank Transfer,Janata Bank,REF-3844-fPjR,89816.84,0.0,89816.84,Tend activity pattern page star before same.,Managing Director
339,2025-09-14,VCH-000339,Packing Materials,Expense,COGS,Expense,XYZ Ltd.,Cheque,Sonali Bank,REF-6132-CWqj,80091.51,0.0,80091.51,Skin modern stay walk sign.,Admin
340,2026-04-14,VCH-000340,Product Sales,Revenue,Sales,Banking,Green Energy Co.,Bkash,City Bank,REF-1959-HRjt,0.0,39100.98,39100.98,Treat approach wall believe career artist traditional table.,Finance Manager
341,2025-05-12,VCH-000341,Investment Payment,Equity,Capital,Sales,XYZ Ltd.,Cheque,Janata Bank,REF-8613-afzd,40066.08,0.0,40066.08,Police watch camera perhaps president follow.,Finance Manager
342,2024-08-27,VCH-000342,Selling & Distribution Expenses,Expense,OPEX,COGS,XYZ Ltd.,Bank Transfer,Nagad,REF-6839-Uorf,62404.39,0.0,62404.39,Data parent hour election.,Finance Manager
343,2024-08-03,VCH-000343,Production or Cost of Goods Sold (COGS),Expense,COGS,Operations,Global Enterprises,Bank Transfer,BRAC Bank,REF-6918-UNnR,83393.27,0.0,83393.27,Machine example draw.,Admin
344,2025-05-14,VCH-000344,Financial Expenses,Expense,Finance,COGS,ABC Corporation,Bkash,Janata Bank,REF-7433-SYir,10349.53,0.0,10349.53,Own from analysis spend professor somebody.,Admin
345,2025-09-07,VCH-000345,Marketing & Sales Expenses,Expense,OPEX,Sales,Global Enterprises,Cheque,Janata Bank,REF-9313-WQZD,84008.07,0.0,84008.07,Act if stage open relate.,Managing Director
346,2025-07-05,VCH-000346,Financial Expenses,Expense,Finance,Expense,XYZ Ltd.,Cash,Nagad,REF-5325-LiGg,96620.25,0.0,96620.25,Community study lose training hundred.,Accounts Officer
347,2025-04-23,VCH-000347,Managing Director Personal Expense,Equity,Drawings,Sales,Global Enterprises,Nagad,Bkash,REF-8150-CxSq,41152.44,0.0,41152.44,Amount force law represent really officer.,Admin
348,2024-10-18,VCH-000348,Selling & Distribution Expenses,Expense,OPEX,Operations,ABC Corporation,Bkash,Rupali Bank,REF-9264-xQOm,85959.78,0.0,85959.78,When parent teacher money.,Managing Director
349,2026-06-08,VCH-000349,Administrative Expenses,Expense,OPEX,COGS,Tech Solutions,Bank Transfer,Dutch Bangla Bank,REF-0448-takv,93730.11,0.0,93730.11,Short old finally without great mother.,Finance Manager
350,2026-03-17,VCH-000350,Managing Director Personal Expense,Equity,Drawings,Banking,Tech Solutions,Nagad,Janata Bank,REF-9999-chcN,44762.61,0.0,44762.61,Which produce service defense visit head as method.,Finance Manager
351,2024-06-08,VCH-000351,Salaries & Employee Benefits,Expense,OPEX,Expense,Global Enterprises,Cash,Dutch Bangla Bank,REF-0950-SOQG,858.37,0.0,858.37,Four care behind production never wear management.,Admin
352,2025-01-30,VCH-000352,Depreciation & Amortization,Expense,Non-Cash,Operations,ABC Corporation,Bank Transfer,Rupali Bank,REF-8365-lrCh,44144.49,0.0,44144.49,Off similar region third.,Finance Manager
353,2025-02-07,VCH-000353,Miscellaneous Expenses,Expense,Other,COGS,XYZ Ltd.,Bkash,Sonali Bank,REF-7677-ZxVi,70212.47,0.0,70212.47,Could size tax government.,Accounts Officer
354,2024-08-07,VCH-000354,Loan From Managing Director,Liability,Loan,Banking,ABC Corporation,Bank Transfer,Bkash,REF-2127-VqfK,938.1,0.0,938.1,Ever she feeling play.,Admin
355,2026-03-03,VCH-000355,Selling & Distribution Expenses,Expense,OPEX,Sales,Prime Services,Cash,Nagad,REF-2926-RzQe,31327.33,0.0,31327.33,School management evidence realize player laugh point.,Finance Manager
356,2025-06-14,VCH-000356,Cashout Charge,Expense,Bank Charge,Expense,Green Energy Co.,Cash,Janata Bank,REF-1057-FWOV,87406.33,0.0,87406.33,Shoulder resource house out assume.,Managing Director
357,2024-07-03,VCH-000357,Cashout Charge,Expense,Bank Charge,Expense,Prime Services,Cheque,Nagad,REF-8472-rHVe,95894.4,0.0,95894.4,Mother career response listen television call.,Managing Director
358,2025-12-09,VCH-000358,Marketing & Sales Expenses,Expense,OPEX,Banking,ABC Corporation,Cheque,Bkash,REF-6632-MwhF,57523.45,0.0,57523.45,Standard six respond small interest.,Admin
359,2024-12-03,VCH-000359,Salaries & Employee Benefits,Expense,OPEX,Banking,Innovate Ltd.,Cash,City Bank,REF-5069-OrFP,4263.01,0.0,4263.01,Community less cover bad rise road instead local.,Finance Manager
360,2025-03-11,VCH-000360,Investment Payment,Equity,Capital,Banking,Tech Solutions,Nagad,Bkash,REF-7639-aIWJ,17536.55,0.0,17536.55,Eye spring simple lead impact population.,Managing Director
361,2024-06-11,VCH-000361,Investment Payment,Equity,Capital,Expense,XYZ Ltd.,Cheque,BRAC Bank,REF-6196-KhFh,31836.81,0.0,31836.81,Fear blood drop yet.,Finance Manager
362,2025-09-24,VCH-000362,Financial Expenses,Expense,Finance,Banking,Green Energy Co.,Bkash,Dutch Bangla Bank,REF-1144-fcOx,89718.93,0.0,89718.93,Notice risk provide easy.,Finance Manager
363,2024-12-28,VCH-000363,Packing Materials,Expense,COGS,Banking,Innovate Ltd.,Cheque,Dutch Bangla Bank,REF-5756-WVzW,64487.97,0.0,64487.97,Collection several development attack he.,Admin
364,2025-03-10,VCH-000364,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,XYZ Ltd.,Bkash,Nagad,REF-6457-nauP,60054.39,0.0,60054.39,Available fight structure explain.,Accounts Officer
365,2026-03-07,VCH-000365,Miscellaneous Expenses,Expense,Other,Expense,Green Energy Co.,Cheque,BRAC Bank,REF-7299-Wflr,74908.53,0.0,74908.53,Worry purpose before take fall Congress tree.,Finance Manager
366,2024-11-29,VCH-000366,Depreciation & Amortization,Expense,Non-Cash,Banking,Global Enterprises,Bkash,City Bank,REF-8986-GQDb,16427.4,0.0,16427.4,Trip third build.,Managing Director
367,2024-06-15,VCH-000367,Investment Payment,Equity,Capital,Capital,XYZ Ltd.,Cash,Sonali Bank,REF-7698-awem,8099.66,0.0,8099.66,Management important mind foot produce.,Admin
368,2026-03-15,VCH-000368,Selling & Distribution Expenses,Expense,OPEX,Capital,Tech Solutions,Bkash,BRAC Bank,REF-3421-phkc,60250.5,0.0,60250.5,Their office stand.,Finance Manager
369,2025-06-04,VCH-000369,Administrative Expenses,Expense,OPEX,Capital,Green Energy Co.,Cheque,Nagad,REF-5526-HpGU,83516.97,0.0,83516.97,Reflect experience test building.,Accounts Officer
370,2025-02-03,VCH-000370,Marketing & Sales Expenses,Expense,OPEX,COGS,Innovate Ltd.,Cash,Nagad,REF-2218-TKfh,98800.84,0.0,98800.84,Growth family east positive.,Managing Director
371,2025-12-30,VCH-000371,Product Sales,Revenue,Sales,Capital,ABC Corporation,Bkash,Rupali Bank,REF-7545-Ewpd,0.0,74724.24,74724.24,This generation relate.,Accounts Officer
372,2026-05-03,VCH-000372,Loan From Managing Director,Liability,Loan,COGS,Global Enterprises,Bkash,Nagad,REF-7760-eTHL,11665.53,0.0,11665.53,Government owner president relate.,Accounts Officer
373,2025-03-18,VCH-000373,Loan From Managing Director,Liability,Loan,Operations,Green Energy Co.,Cheque,Nagad,REF-6660-avdK,68985.82,0.0,68985.82,Sea series treat reflect year social.,Finance Manager
